# ---------------------------------------------------------
# bandgap raw 221  ->  rail now 5.0339 V
# ---------------------------------------------------------
# iv_sweep  R_SENSE=98.61  VCC_DMM=5.034  OVERSAMPLE=64  prescaler=/32  adc_off=14.40mV  vbg_cal=1112.5
# rail_tracking=live
level,i_mA,v_die_V,v_anode_V,v_cath_V,v_sense_V,v_gnd_V,vcc_V
1,0.2816,2.51113,2.53974,0.02861,0.02777,0.00000,5.0339
2,0.4973,2.54124,2.59059,0.04935,0.04904,0.00000,5.0339
3,0.7474,2.55991,2.63422,0.07431,0.07370,0.00000,5.0339
4,1.1960,2.58925,2.70865,0.11940,0.11794,0.00000,5.0339
5,1.4025,2.60354,2.74368,0.14014,0.13830,0.00000,5.0339
6,1.6323,2.61183,2.77371,0.16188,0.16096,0.00000,5.0339
7,1.8215,2.62420,2.80605,0.18185,0.17962,0.00000,5.0339
8,2.1487,2.64094,2.85551,0.21457,0.21188,0.00000,5.0339
9,2.3473,2.64670,2.88055,0.23385,0.23147,0.00000,5.0339
10,2.5366,2.65776,2.90874,0.25098,0.25014,0.00000,5.0339
11,2.7049,2.66437,2.93371,0.26934,0.26673,0.00000,5.0339
12,3.0788,2.67866,2.98364,0.30498,0.30360,0.00000,5.0339
13,3.2431,2.68496,3.00699,0.32203,0.31980,0.00000,5.0339
14,3.3919,2.69095,3.02865,0.33770,0.33447,0.00000,5.0339
15,3.5609,2.69594,3.04969,0.35375,0.35114,0.00000,5.0339
16,5.0760,2.75247,3.25401,0.50154,0.50054,0.00000,5.0339
17,5.1936,2.75555,3.27137,0.51583,0.51214,0.00000,5.0339
18,5.3151,2.75800,3.28535,0.52735,0.52412,0.00000,5.0339
19,5.4299,2.74986,3.28828,0.53842,0.53544,0.00000,5.0113
20,5.7007,2.76899,3.33390,0.56491,0.56214,0.00000,5.0339
21,5.8214,2.77406,3.35156,0.57751,0.57405,0.00000,5.0339
22,5.9266,2.77621,3.36401,0.58780,0.58442,0.00000,5.0339
23,6.0489,2.77990,3.37968,0.59978,0.59648,0.00000,5.0339
24,6.2288,2.78351,3.40234,0.61883,0.61422,0.00000,5.0339
25,6.3309,2.78842,3.41685,0.62843,0.62429,0.00000,5.0339
26,6.4216,2.78075,3.41659,0.63584,0.63324,0.00000,5.0113
27,6.5560,2.79579,3.44474,0.64894,0.64648,0.00000,5.0339
28,6.7577,2.80194,3.47247,0.67053,0.66638,0.00000,5.0339
29,6.8722,2.80616,3.48476,0.67859,0.67767,0.00000,5.0339
30,6.9649,2.80609,3.49513,0.68904,0.68681,0.00000,5.0339
31,7.0732,2.80862,3.50957,0.70094,0.69749,0.00000,5.0339
32,6.6050,2.79710,3.45257,0.65547,0.65132,0.00000,5.0339
33,6.7141,2.80056,3.46548,0.66492,0.66208,0.00000,5.0339
34,6.8231,2.80355,3.47876,0.67521,0.67283,0.00000,5.0339
35,6.8948,2.80524,3.49006,0.68481,0.67990,0.00000,5.0339
36,7.1230,2.80993,3.51510,0.70517,0.70240,0.00000,5.0339
37,7.1862,2.80140,3.51332,0.71192,0.70863,0.00000,5.0113
38,7.2921,2.81707,3.54052,0.72345,0.71907,0.00000,5.0339
39,7.3879,2.81799,3.55066,0.73267,0.72852,0.00000,5.0339
40,7.5304,2.82214,3.56940,0.74726,0.74258,0.00000,5.0339
41,7.6356,2.82544,3.58238,0.75694,0.75295,0.00000,5.0339
42,7.7244,2.82821,3.59321,0.76500,0.76170,0.00000,5.0339
43,7.7562,2.81746,3.58719,0.76973,0.76484,0.00000,5.0113
44,7.9791,2.83313,3.62448,0.79135,0.78682,0.00000,5.0339
45,8.0353,2.82419,3.61800,0.79382,0.79236,0.00000,5.0113
46,8.1302,2.84042,3.64629,0.80587,0.80172,0.00000,5.0339
47,8.2214,2.83950,3.65489,0.81539,0.81071,0.00000,5.0339
48,8.9333,2.84804,3.73370,0.88565,0.88091,0.00000,5.0113
49,9.0069,2.85041,3.74127,0.89085,0.88817,0.00000,5.0113
50,9.1140,2.86493,3.76796,0.90304,0.89873,0.00000,5.0339
51,9.1372,2.85317,3.75870,0.90553,0.90102,0.00000,5.0113
52,9.2752,2.85638,3.77445,0.91807,0.91463,0.00000,5.0113
53,9.3311,2.85707,3.78317,0.92610,0.92014,0.00000,5.0113
54,9.4040,2.85837,3.79059,0.93222,0.92732,0.00000,5.0113
55,9.4683,2.86143,3.79861,0.93719,0.93367,0.00000,5.0113
56,9.6087,2.87353,3.82572,0.95220,0.94751,0.00000,5.0339
57,9.6671,2.87614,3.83417,0.95803,0.95327,0.00000,5.0339
58,9.6746,2.86701,3.82576,0.95875,0.95401,0.00000,5.0113
59,9.7707,2.87952,3.84923,0.96971,0.96349,0.00000,5.0339
60,9.8444,2.87068,3.84625,0.97557,0.97076,0.00000,5.0113
61,9.9467,2.88390,3.87089,0.98699,0.98085,0.00000,5.0339
62,10.0168,2.88551,3.87811,0.99260,0.98776,0.00000,5.0339
63,10.0651,2.88812,3.88433,0.99621,0.99252,0.00000,5.0339
# i_max=10.065 mA  v_die@i_max=2.8881 V  rail 5.0113 to 5.0339 V  sag=22.7 mV
# WARNING rail sag over 10 mV. Shorter or thicker USB cable, and make sure VBG_X1024 is set so the sag is divided out.

# sweep done. Move the two F/M jumpers, then type the next channel label (e.g. s1_D1_R_seat1) and press enter.
