# ---------------------------------------------------------
# bandgap raw 220  ->  rail now 5.0568 V
# ---------------------------------------------------------
# iv_sweep  R_SENSE=98.61  VCC_DMM=5.034  OVERSAMPLE=64  prescaler=/32  adc_off=14.40mV  vbg_cal=1112.5
# rail_tracking=live
level,i_mA,v_die_V,v_anode_V,v_cath_V,v_sense_V,v_gnd_V,vcc_V
1,0.2964,2.24144,2.27090,0.02946,0.02922,0.00000,5.0339
2,0.5573,2.27870,2.33488,0.05619,0.05496,0.00000,5.0339
3,0.8260,2.30865,2.39103,0.08238,0.08146,0.00000,5.0339
4,1.3067,2.35751,2.48881,0.13131,0.12885,0.00000,5.0339
5,1.5403,2.37886,2.53137,0.15251,0.15189,0.00000,5.0339
6,1.7530,2.39522,2.57047,0.17524,0.17286,0.00000,5.0339
7,1.9797,2.41035,2.60687,0.19652,0.19521,0.00000,5.0339
8,2.3403,2.43854,2.67017,0.23162,0.23078,0.00000,5.0339
9,2.5389,2.45252,2.70373,0.25121,0.25037,0.00000,5.0339
10,2.7329,2.46527,2.73561,0.27034,0.26949,0.00000,5.0339
11,2.9354,2.47741,2.76726,0.28985,0.28946,0.00000,5.0339
12,3.2883,2.50130,2.82671,0.32541,0.32426,0.00000,5.0339
13,3.4807,2.51029,2.85444,0.34415,0.34323,0.00000,5.0339
14,3.6451,2.51843,2.88048,0.36205,0.35944,0.00000,5.0339
15,3.8024,2.53010,2.90813,0.37803,0.37495,0.00000,5.0339
16,5.3782,2.61022,3.14271,0.53250,0.53034,0.00000,5.0339
17,5.5246,2.61590,3.16192,0.54601,0.54479,0.00000,5.0339
18,5.6167,2.60894,3.16655,0.55761,0.55387,0.00000,5.0113
19,5.7509,2.61391,3.18345,0.56954,0.56709,0.00000,5.0113
20,6.0310,2.63664,3.23512,0.59848,0.59471,0.00000,5.0339
21,6.1377,2.64417,3.25325,0.60908,0.60524,0.00000,5.0339
22,6.2755,2.64824,3.27037,0.62213,0.61883,0.00000,5.0339
23,6.3542,2.64082,3.27154,0.63071,0.62659,0.00000,5.0113
24,6.5708,2.66291,3.31324,0.65032,0.64794,0.00000,5.0339
25,6.6790,2.66629,3.32914,0.66284,0.65862,0.00000,5.0339
26,6.7621,2.65933,3.32973,0.67040,0.66681,0.00000,5.0113
27,6.8520,2.66361,3.34349,0.67988,0.67568,0.00000,5.0113
28,7.0932,2.67011,3.37354,0.70343,0.69946,0.00000,5.0113
29,7.1916,2.67424,3.38761,0.71337,0.70917,0.00000,5.0113
30,7.2894,2.67837,3.40122,0.72286,0.71880,0.00000,5.0113
31,7.4253,2.69425,3.43083,0.73658,0.73221,0.00000,5.0339
32,6.9509,2.67973,3.36839,0.68865,0.68543,0.00000,5.0339
33,7.0740,2.68181,3.38298,0.70117,0.69756,0.00000,5.0339
34,7.1436,2.67301,3.38172,0.70871,0.70443,0.00000,5.0113
35,7.2405,2.67898,3.39587,0.71689,0.71399,0.00000,5.0113
36,7.4751,2.69725,3.43782,0.74058,0.73712,0.00000,5.0339
37,7.5437,2.68838,3.43678,0.74840,0.74388,0.00000,5.0113
38,7.6414,2.69297,3.45016,0.75719,0.75352,0.00000,5.0113
39,7.7657,2.70746,3.47654,0.76908,0.76577,0.00000,5.0339
40,7.8857,2.70039,3.48144,0.78105,0.77761,0.00000,5.0113
41,8.0095,2.71629,3.50987,0.79358,0.78981,0.00000,5.0339
42,8.0485,2.70727,3.50545,0.79817,0.79366,0.00000,5.0113
43,8.1369,2.71148,3.51852,0.80704,0.80238,0.00000,5.0113
44,8.3090,2.71652,3.54108,0.82455,0.81936,0.00000,5.0113
45,8.4519,2.73312,3.56871,0.83559,0.83344,0.00000,5.0339
46,8.4711,2.72302,3.56387,0.84084,0.83534,0.00000,5.0113
47,8.5921,2.73888,3.59160,0.85272,0.84727,0.00000,5.0339
48,9.3264,2.75208,3.67665,0.92457,0.91968,0.00000,5.0113
49,9.4032,2.75437,3.68652,0.93214,0.92725,0.00000,5.0113
50,9.5105,2.77022,3.71197,0.94175,0.93783,0.00000,5.0339
51,9.5474,2.75736,3.70349,0.94614,0.94147,0.00000,5.0113
52,9.6715,2.76416,3.72215,0.95799,0.95371,0.00000,5.0113
53,9.7304,2.76676,3.73125,0.96449,0.95952,0.00000,5.0113
54,9.8041,2.76684,3.73782,0.97099,0.96678,0.00000,5.0113
55,9.8537,2.77036,3.74723,0.97687,0.97168,0.00000,5.0113
56,9.9592,2.77318,3.76000,0.98682,0.98207,0.00000,5.0113
57,10.0197,2.77685,3.76849,0.99163,0.98804,0.00000,5.0113
58,10.0600,2.77762,3.77499,0.99737,0.99202,0.00000,5.0113
59,10.1788,2.79011,3.79984,1.00973,1.00374,0.00000,5.0339
60,10.2647,2.78213,3.79923,1.01710,1.01220,0.00000,5.0113
61,10.3089,2.78442,3.80657,1.02214,1.01656,0.00000,5.0113
62,10.3826,2.78504,3.81276,1.02772,1.02382,0.00000,5.0113
63,10.4283,2.78649,3.82033,1.03384,1.02834,0.00000,5.0113
# i_max=10.428 mA  v_die@i_max=2.7865 V  rail 5.0113 to 5.0339 V  sag=22.7 mV
# WARNING rail sag over 10 mV. Shorter or thicker USB cable, and make sure VBG_X1024 is set so the sag is divided out.

# sweep done. Move the two F/M jumpers, then type the next channel label (e.g. s1_D1_R_seat1) and press enter.
