# ---------------------------------------------------------
# bandgap raw 220  ->  rail now 5.0568 V
# ---------------------------------------------------------
# iv_sweep  R_SENSE=98.61  VCC_DMM=5.034  OVERSAMPLE=1024  prescaler=/32  adc_off=14.40mV  vbg_cal=1112.5
# rail_tracking=live
level,i_mA,v_die_V,v_anode_V,v_cath_V,v_sense_V,v_gnd_V,vcc_V
1,0.3486,1.75301,1.78777,0.03476,0.03438,0.00000,5.0339
2,0.6681,1.78091,1.84771,0.06680,0.06588,0.00000,5.0339
3,0.9700,1.80049,1.89726,0.09677,0.09565,0.00000,5.0339
4,1.5644,1.82498,1.98092,0.15594,0.15427,0.00000,5.0339
5,1.8466,1.83635,2.02009,0.18373,0.18209,0.00000,5.0339
6,2.0990,1.84540,2.05475,0.20935,0.20698,0.00000,5.0339
7,2.3933,1.85287,2.09080,0.23793,0.23601,0.00000,5.0339
8,2.8452,1.86575,2.14877,0.28303,0.28057,0.00000,5.0339
9,3.1040,1.87125,2.18000,0.30875,0.30608,0.00000,5.0339
10,3.3427,1.87946,2.21185,0.33239,0.32963,0.00000,5.0339
11,3.5917,1.88385,2.24099,0.35714,0.35418,0.00000,5.0339
12,4.0623,1.88824,2.28943,0.40119,0.40058,0.00000,5.0113
13,4.2903,1.90098,2.32753,0.42656,0.42306,0.00000,5.0339
14,4.5318,1.90671,2.35441,0.44770,0.44688,0.00000,5.0339
15,4.7463,1.90800,2.37944,0.47143,0.46803,0.00000,5.0339
16,6.8100,1.93849,2.61347,0.67497,0.67154,0.00000,5.0113
17,6.9932,1.94088,2.63487,0.69399,0.68960,0.00000,5.0113
18,7.1806,1.94438,2.65470,0.71032,0.70808,0.00000,5.0113
19,7.3763,1.95375,2.68515,0.73140,0.72738,0.00000,5.0339
20,7.6904,1.95019,2.71224,0.76205,0.75835,0.00000,5.0113
21,7.8705,1.95481,2.73317,0.77836,0.77611,0.00000,5.0113
22,8.0315,1.95808,2.75144,0.79336,0.79199,0.00000,5.0113
23,8.1853,1.95802,2.76968,0.81167,0.80715,0.00000,5.0113
24,8.4340,1.96351,2.79884,0.83533,0.83168,0.00000,5.0113
25,8.6040,1.96379,2.81590,0.85211,0.84844,0.00000,5.0113
26,8.7549,1.96561,2.83261,0.86701,0.86332,0.00000,5.0113
27,8.9389,1.97704,2.86206,0.88501,0.88146,0.00000,5.0339
28,9.2008,1.97291,2.88434,0.91143,0.90729,0.00000,5.0113
29,9.3301,1.97575,2.90087,0.92512,0.92004,0.00000,5.0113
30,9.4777,1.97643,2.91558,0.93915,0.93459,0.00000,5.0113
31,9.6236,1.97792,2.93152,0.95361,0.94898,0.00000,5.0113
32,8.9771,1.96994,2.85989,0.88994,0.88524,0.00000,5.0113
33,9.1248,1.97039,2.87511,0.90472,0.89979,0.00000,5.0113
34,9.2734,1.97508,2.89271,0.91763,0.91445,0.00000,5.0113
35,9.4597,1.98340,2.92077,0.93736,0.93282,0.00000,5.0339
36,9.6831,1.98193,2.94114,0.95922,0.95485,0.00000,5.0113
37,9.8226,1.98183,2.95482,0.97299,0.96860,0.00000,5.0113
38,9.9657,1.98351,2.97087,0.98736,0.98272,0.00000,5.0113
39,10.0790,1.98731,2.98591,0.99860,0.99389,0.00000,5.0113
40,10.2995,1.98708,3.00824,1.02116,1.01563,0.00000,5.0113
41,10.4207,1.99135,3.02373,1.03237,1.02759,0.00000,5.0113
42,10.5515,1.99019,3.03620,1.04600,1.04048,0.00000,5.0113
43,10.6671,1.99288,3.05065,1.05777,1.05188,0.00000,5.0113
44,10.9619,2.00617,3.09278,1.08662,1.08096,0.00000,5.0339
45,11.0511,1.99758,3.09160,1.09402,1.08975,0.00000,5.0113
46,11.1607,1.99997,3.10548,1.10550,1.10055,0.00000,5.0113
47,11.2690,2.00197,3.11799,1.11602,1.11124,0.00000,5.0113
48,12.3714,2.01442,3.24035,1.22593,1.21994,0.00000,5.0113
49,12.4611,2.01732,3.25159,1.23427,1.22879,0.00000,5.0113
50,12.5695,2.01706,3.26279,1.24573,1.23948,0.00000,5.0113
51,12.6596,2.01704,3.27230,1.25526,1.24837,0.00000,5.0113
52,12.8479,2.02192,3.29491,1.27298,1.26693,0.00000,5.0113
53,12.9484,2.02252,3.30461,1.28209,1.27684,0.00000,5.0113
54,13.0390,2.02285,3.31522,1.29237,1.28578,0.00000,5.0113
55,13.1414,2.02388,3.32484,1.30097,1.29588,0.00000,5.0113
56,13.2692,2.02438,3.33921,1.31483,1.30847,0.00000,5.0113
57,13.3711,2.02538,3.35013,1.32475,1.31852,0.00000,5.0113
58,13.4503,2.02716,3.36080,1.33364,1.32634,0.00000,5.0113
59,13.5438,2.02998,3.37058,1.34060,1.33556,0.00000,5.0113
60,13.7111,2.02969,3.38858,1.35889,1.35205,0.00000,5.0113
61,13.7915,2.03148,3.39787,1.36639,1.35998,0.00000,5.0113
62,13.8791,2.03253,3.40789,1.37537,1.36861,0.00000,5.0113
63,13.9711,2.03369,3.41736,1.38367,1.37769,0.00000,5.0113
# i_max=13.971 mA  v_die@i_max=2.0337 V  rail 5.0113 to 5.0339 V  sag=22.7 mV
# WARNING rail sag over 10 mV. Shorter or thicker USB cable, and make sure VBG_X1024 is set so the sag is divided out.

# sweep done. Move the two F/M jumpers, then type the next channel label (e.g. s1_D1_R_seat1) and press enter.
