# ---------------------------------------------------------
# bandgap raw 220.719  ->  rail now 5.0322 V
# ---------------------------------------------------------
# iv_sweep  R_SENSE=98.61  VCC_DMM=5.034  OVERSAMPLE=64  prescaler=/32  adc_off=14.40mV  vbg_cal=1110.7
# rail_tracking=live
level,i_mA,v_die_V,v_anode_V,v_cath_V,v_sense_V,v_gnd_V,vcc_V
1,0.2836,2.51572,2.54453,0.02881,0.02797,0.00000,5.0233
2,0.4983,2.55004,2.59948,0.04944,0.04913,0.00000,5.0251
3,0.7464,2.56739,2.64153,0.07414,0.07360,0.00000,5.0254
4,1.1910,2.59931,2.71790,0.11860,0.11745,0.00000,5.0247
5,1.3963,2.61303,2.75195,0.13891,0.13769,0.00000,5.0247
6,1.6153,2.61949,2.78069,0.16120,0.15929,0.00000,5.0240
7,1.8038,2.63170,2.81179,0.18010,0.17787,0.00000,5.0251
8,2.1351,2.64732,2.86001,0.21269,0.21055,0.00000,5.0233
9,2.3358,2.65778,2.88889,0.23110,0.23034,0.00000,5.0237
10,2.5259,2.66437,2.91421,0.24984,0.24907,0.00000,5.0244
11,2.6880,2.67059,2.93765,0.26706,0.26507,0.00000,5.0222
12,3.0479,2.68667,2.99014,0.30347,0.30056,0.00000,5.0251
13,3.2290,2.69438,3.01348,0.31910,0.31841,0.00000,5.0261
14,3.3775,2.69849,3.03261,0.33413,0.33305,0.00000,5.0237
15,3.5300,2.70416,3.05493,0.35077,0.34809,0.00000,5.0215
16,5.0283,2.75800,3.25744,0.49944,0.49584,0.00000,5.0233
17,5.1600,2.76081,3.27270,0.51189,0.50882,0.00000,5.0237
18,5.2636,2.76474,3.28616,0.52142,0.51904,0.00000,5.0155
19,5.4099,2.76880,3.30557,0.53677,0.53347,0.00000,5.0226
20,5.6653,2.77891,3.34016,0.56126,0.55865,0.00000,5.0244
21,5.7651,2.77889,3.35122,0.57232,0.56849,0.00000,5.0205
22,5.8692,2.78542,3.36871,0.58329,0.57876,0.00000,5.0219
23,6.0070,2.78619,3.38107,0.59488,0.59235,0.00000,5.0194
24,6.1698,2.79315,3.40592,0.61277,0.60840,0.00000,5.0237
25,6.3037,2.79632,3.41969,0.62337,0.62161,0.00000,5.0226
26,6.4086,2.80046,3.43472,0.63425,0.63195,0.00000,5.0251
27,6.4996,2.80476,3.44936,0.64461,0.64092,0.00000,5.0251
28,6.7055,2.80682,3.47127,0.66445,0.66123,0.00000,5.0208
29,6.8065,2.80668,3.48215,0.67547,0.67119,0.00000,5.0173
30,6.8955,2.81512,3.49953,0.68441,0.67997,0.00000,5.0240
31,6.9977,2.81008,3.50487,0.69479,0.69004,0.00000,5.0152
32,6.5610,2.80467,3.45418,0.64951,0.64698,0.00000,5.0226
33,6.6510,2.80260,3.46159,0.65899,0.65585,0.00000,5.0141
34,6.7588,2.80840,3.47941,0.67101,0.66649,0.00000,5.0212
35,6.8621,2.81512,3.49333,0.67820,0.67667,0.00000,5.0240
36,7.0613,2.81577,3.51652,0.70076,0.69631,0.00000,5.0219
37,7.1565,2.81576,3.52582,0.71007,0.70570,0.00000,5.0194
38,7.2507,2.82214,3.53852,0.71637,0.71500,0.00000,5.0190
39,7.3451,2.82589,3.55233,0.72645,0.72430,0.00000,5.0237
40,7.4783,2.83006,3.57117,0.74111,0.73744,0.00000,5.0233
41,7.5671,2.83224,3.58258,0.75033,0.74620,0.00000,5.0219
42,7.6424,2.82356,3.58130,0.75774,0.75361,0.00000,5.0088
43,7.7412,2.83747,3.60343,0.76596,0.76336,0.00000,5.0208
44,7.9073,2.83840,3.62243,0.78403,0.77974,0.00000,5.0198
45,7.9904,2.83398,3.62626,0.79229,0.78793,0.00000,5.0113
46,8.0561,2.84244,3.64175,0.79932,0.79441,0.00000,5.0190
47,8.1385,2.84017,3.64722,0.80704,0.80253,0.00000,5.0113
48,8.8697,2.85446,3.73352,0.87907,0.87464,0.00000,5.0028
49,8.9420,2.85613,3.74355,0.88742,0.88177,0.00000,5.0039
50,9.0246,2.86276,3.75681,0.89404,0.88992,0.00000,5.0099
51,9.0757,2.86273,3.76250,0.89977,0.89495,0.00000,5.0063
52,9.2435,2.87045,3.78639,0.91594,0.91150,0.00000,5.0173
53,9.2807,2.86877,3.78860,0.91983,0.91517,0.00000,5.0113
54,9.3261,2.86593,3.79177,0.92584,0.91965,0.00000,5.0035
55,9.4121,2.86799,3.80047,0.93248,0.92813,0.00000,5.0035
56,9.4849,2.87021,3.81108,0.94088,0.93530,0.00000,5.0035
57,9.5593,2.87122,3.81883,0.94761,0.94264,0.00000,5.0032
58,9.6179,2.87480,3.82789,0.95309,0.94843,0.00000,5.0063
59,9.6675,2.87568,3.83349,0.95782,0.95331,0.00000,5.0039
60,9.7946,2.87700,3.84643,0.96943,0.96584,0.00000,5.0035
61,9.8494,2.88294,3.85932,0.97637,0.97125,0.00000,5.0099
62,9.9103,2.88078,3.86362,0.98284,0.97726,0.00000,5.0081
63,9.9587,2.88097,3.86758,0.98661,0.98203,0.00000,5.0035
# i_max=9.959 mA  v_die@i_max=2.8810 V  rail 5.0028 to 5.0261 V  sag=23.3 mV
# WARNING rail sag over 10 mV. Shorter or thicker USB cable, and make sure VBG_X1024 is set so the sag is divided out.

# sweep done. Move the two F/M jumpers, then type the next channel label (e.g. s1_D1_R_seat1) and press enter.
