# ---------------------------------------------------------
# bandgap raw 220.953  ->  rail now 5.0269 V
# ---------------------------------------------------------
# iv_sweep  R_SENSE=98.61  VCC_DMM=5.034  OVERSAMPLE=64  prescaler=/32  adc_off=14.40mV  vbg_cal=1110.7
# rail_tracking=live
level,i_mA,v_die_V,v_anode_V,v_cath_V,v_sense_V,v_gnd_V,vcc_V
1,0.5115,0.05114,0.10204,0.05090,0.05044,0.00000,5.0251
2,0.9913,0.09715,0.19528,0.09813,0.09775,0.00000,5.0251
3,1.4470,0.14240,0.28654,0.14415,0.14269,0.00000,5.0254
4,2.3358,0.23051,0.46100,0.23049,0.23034,0.00000,5.0254
5,2.7292,0.27297,0.54301,0.27004,0.26912,0.00000,5.0237
6,3.1278,0.31066,0.61962,0.30896,0.30843,0.00000,5.0233
7,3.4907,0.34975,0.69627,0.34652,0.34422,0.00000,5.0244
8,4.1274,0.41415,0.82284,0.40869,0.40701,0.00000,5.0244
9,4.4801,0.44808,0.89254,0.44446,0.44178,0.00000,5.0240
10,4.8197,0.48104,0.95730,0.47627,0.47527,0.00000,5.0247
11,5.1269,0.51592,1.02432,0.50840,0.50556,0.00000,5.0240
12,5.7695,0.57776,1.14799,0.57023,0.56893,0.00000,5.0251
13,6.0676,0.60585,1.20701,0.60116,0.59832,0.00000,5.0240
14,6.3241,0.63576,1.26267,0.62691,0.62362,0.00000,5.0127
15,6.6163,0.66386,1.32028,0.65642,0.65243,0.00000,5.0233
16,9.0647,0.91154,1.80984,0.89830,0.89387,0.00000,5.0028
17,9.2659,0.93328,1.85150,0.91821,0.91371,0.00000,5.0032
18,9.4620,0.95269,1.89032,0.93763,0.93305,0.00000,5.0024
19,9.6636,0.96838,1.92505,0.95667,0.95293,0.00000,5.0039
20,10.0145,1.01054,2.00296,0.99242,0.98753,0.00000,5.0032
21,10.2112,1.02619,2.03754,1.01135,1.00692,0.00000,5.0032
22,10.4009,1.04497,2.07175,1.02678,1.02563,0.00000,5.0028
23,10.5573,1.06016,2.10549,1.04533,1.04105,0.00000,5.0028
24,10.8461,1.09146,2.16328,1.07182,1.06953,0.00000,5.0021
25,10.9978,1.10421,2.19328,1.08907,1.08449,0.00000,5.0021
26,11.1495,1.11887,2.22305,1.10418,1.09945,0.00000,5.0028
27,11.2973,1.13757,2.25679,1.11922,1.11403,0.00000,5.0028
28,11.5915,1.16718,2.31548,1.14830,1.14303,0.00000,5.0024
29,11.7502,1.18100,2.34464,1.16364,1.15868,0.00000,5.0024
30,11.8942,1.19513,2.37290,1.17777,1.17289,0.00000,5.0028
31,12.0349,1.20664,2.39821,1.19157,1.18677,0.00000,5.0021
32,11.3910,1.14451,2.27136,1.12685,1.12326,0.00000,5.0024
33,11.5404,1.15779,2.30051,1.14273,1.13799,0.00000,5.0021
34,11.6736,1.17284,2.32862,1.15579,1.15113,0.00000,5.0028
35,11.8344,1.18801,2.35897,1.17096,1.16699,0.00000,5.0017
36,12.0848,1.21489,2.41169,1.19679,1.19168,0.00000,4.9996
37,12.2307,1.22601,2.43750,1.21149,1.20607,0.00000,5.0017
38,12.3732,1.24106,2.46660,1.22554,1.22012,0.00000,5.0021
39,12.4855,1.25489,2.49120,1.23631,1.23120,0.00000,5.0024
40,12.6847,1.27198,2.52823,1.25625,1.25084,0.00000,4.9982
41,12.7987,1.28507,2.55417,1.26910,1.26208,0.00000,5.0014
42,12.9304,1.29920,2.57908,1.27987,1.27506,0.00000,5.0017
43,13.0460,1.30946,2.60356,1.29409,1.28646,0.00000,5.0024
44,13.2783,1.33475,2.65130,1.31655,1.30938,0.00000,5.0028
45,13.4024,1.34274,2.66878,1.32603,1.32161,0.00000,4.9965
46,13.5229,1.35330,2.69168,1.33838,1.33350,0.00000,5.0028
47,13.6172,1.36534,2.71340,1.34806,1.34279,0.00000,5.0024
48,14.5950,1.46418,2.90934,1.44516,1.43921,0.00000,5.0003
49,14.7063,1.47060,2.92606,1.45546,1.45019,0.00000,5.0024
50,14.7595,1.48393,2.94532,1.46139,1.45543,0.00000,5.0021
51,14.8578,1.49026,2.96066,1.47039,1.46513,0.00000,5.0021
52,15.0089,1.50424,2.99312,1.48888,1.48003,0.00000,5.0003
53,15.1062,1.51467,3.00994,1.49527,1.48962,0.00000,5.0010
54,15.1882,1.51930,3.02211,1.50282,1.49771,0.00000,4.9972
55,15.2564,1.53171,3.04301,1.51130,1.50443,0.00000,5.0021
56,15.3578,1.54206,3.06488,1.52282,1.51443,0.00000,4.9993
57,15.4348,1.54771,3.07567,1.52797,1.52202,0.00000,4.9944
58,15.5439,1.55783,3.09588,1.53805,1.53278,0.00000,5.0007
59,15.6027,1.56456,3.10849,1.54393,1.53858,0.00000,5.0024
60,15.7413,1.57621,3.13341,1.55720,1.55225,0.00000,4.9982
61,15.8083,1.58376,3.15147,1.56771,1.55886,0.00000,5.0021
62,15.8955,1.59213,3.16447,1.57234,1.56746,0.00000,5.0010
63,15.9484,1.59941,3.17796,1.57855,1.57267,0.00000,5.0021
# i_max=15.948 mA  v_die@i_max=1.5994 V  rail 4.9944 to 5.0254 V  sag=31.1 mV
# WARNING rail sag over 10 mV. Shorter or thicker USB cable, and make sure VBG_X1024 is set so the sag is divided out.

# sweep done. Move the two F/M jumpers, then type the next channel label (e.g. s1_D1_R_seat1) and press enter.
