# ---------------------------------------------------------
# bandgap raw 220.516  ->  rail now 5.0368 V
# ---------------------------------------------------------
# iv_sweep  R_SENSE=98.61  VCC_DMM=5.034  OVERSAMPLE=64  prescaler=/32  adc_off=14.40mV  vbg_cal=1110.7
# rail_tracking=live
level,i_mA,v_die_V,v_anode_V,v_cath_V,v_sense_V,v_gnd_V,vcc_V
1,0.2991,2.22736,2.25678,0.02942,0.02950,0.00000,5.0230
2,0.5612,2.26847,2.32489,0.05642,0.05534,0.00000,5.0247
3,0.8349,2.29600,2.37871,0.08271,0.08233,0.00000,5.0247
4,1.3232,2.34028,2.47176,0.13148,0.13048,0.00000,5.0215
5,1.5412,2.36153,2.51450,0.15297,0.15198,0.00000,5.0201
6,1.7651,2.37982,2.55549,0.17567,0.17406,0.00000,5.0233
7,1.9859,2.39344,2.59034,0.19690,0.19583,0.00000,5.0212
8,2.3391,2.42000,2.65288,0.23288,0.23066,0.00000,5.0222
9,2.5427,2.43420,2.68784,0.25365,0.25073,0.00000,5.0254
10,2.7399,2.44497,2.71729,0.27233,0.27018,0.00000,5.0233
11,2.9340,2.45814,2.74907,0.29093,0.28932,0.00000,5.0244
12,3.3136,2.47855,2.80692,0.32837,0.32676,0.00000,5.0247
13,3.4826,2.48778,2.83411,0.34633,0.34342,0.00000,5.0215
14,3.6657,2.49718,2.85973,0.36255,0.36148,0.00000,5.0212
15,3.8320,2.50538,2.88677,0.38140,0.37787,0.00000,5.0212
16,5.4035,2.58375,3.12010,0.53636,0.53283,0.00000,5.0201
17,5.5525,2.59192,3.14221,0.55029,0.54753,0.00000,5.0244
18,5.6656,2.59178,3.15468,0.56289,0.55869,0.00000,5.0155
19,5.8133,2.60317,3.17934,0.57616,0.57325,0.00000,5.0233
20,6.0711,2.61285,3.21550,0.60266,0.59867,0.00000,5.0244
21,6.1731,2.61769,3.23086,0.61317,0.60873,0.00000,5.0219
22,6.3113,2.62199,3.24695,0.62496,0.62236,0.00000,5.0212
23,6.4093,2.62506,3.26129,0.63623,0.63202,0.00000,5.0144
24,6.6027,2.63262,3.28754,0.65492,0.65109,0.00000,5.0152
25,6.6950,2.62990,3.29444,0.66454,0.66019,0.00000,5.0039
26,6.8448,2.64740,3.32413,0.67673,0.67497,0.00000,5.0233
27,6.9419,2.64809,3.33493,0.68683,0.68454,0.00000,5.0169
28,7.1621,2.65698,3.36730,0.71032,0.70626,0.00000,5.0201
29,7.2653,2.66291,3.38363,0.72072,0.71643,0.00000,5.0244
30,7.3630,2.66447,3.39475,0.73028,0.72607,0.00000,5.0215
31,7.4651,2.67076,3.41126,0.74050,0.73613,0.00000,5.0254
32,6.9900,2.64257,3.33643,0.69387,0.68928,0.00000,5.0095
33,7.1041,2.65368,3.35812,0.70444,0.70054,0.00000,5.0169
34,7.2048,2.65192,3.36544,0.71352,0.71046,0.00000,5.0074
35,7.3120,2.66400,3.38948,0.72548,0.72104,0.00000,5.0222
36,7.4948,2.66265,3.40584,0.74319,0.73906,0.00000,5.0039
37,7.6150,2.66756,3.42169,0.75413,0.75092,0.00000,5.0102
38,7.6891,2.67110,3.43382,0.76273,0.75822,0.00000,5.0074
39,7.8145,2.67997,3.45454,0.77457,0.77059,0.00000,5.0180
40,7.9453,2.67954,3.46700,0.78746,0.78349,0.00000,5.0077
41,8.0342,2.68148,3.47802,0.79653,0.79225,0.00000,5.0081
42,8.1410,2.68906,3.49582,0.80676,0.80278,0.00000,5.0148
43,8.2332,2.69570,3.51018,0.81448,0.81188,0.00000,5.0190
44,8.3909,2.69429,3.52515,0.83086,0.82742,0.00000,5.0063
45,8.4575,2.69803,3.53730,0.83927,0.83399,0.00000,5.0077
46,8.5603,2.70291,3.55240,0.84949,0.84414,0.00000,5.0127
47,8.6458,2.70307,3.55900,0.85593,0.85256,0.00000,5.0077
48,9.4098,2.72660,3.65900,0.93240,0.92790,0.00000,5.0035
49,9.4784,2.73184,3.67162,0.93978,0.93466,0.00000,5.0067
50,9.5477,2.73114,3.67752,0.94638,0.94150,0.00000,5.0032
51,9.6157,2.73393,3.68648,0.95256,0.94821,0.00000,5.0035
52,9.7456,2.73859,3.70494,0.96636,0.96101,0.00000,5.0042
53,9.8079,2.74056,3.71245,0.97189,0.96716,0.00000,5.0028
54,9.8704,2.74278,3.72206,0.97928,0.97332,0.00000,5.0035
55,9.9455,2.74362,3.72916,0.98554,0.98073,0.00000,5.0035
56,10.0368,2.74957,3.74510,0.99554,0.98973,0.00000,5.0074
57,10.0950,2.74981,3.74985,1.00005,0.99546,0.00000,5.0035
58,10.1601,2.75049,3.75787,1.00739,1.00189,0.00000,5.0028
59,10.2305,2.75301,3.76627,1.01325,1.00883,0.00000,5.0035
60,10.3487,2.75741,3.78271,1.02530,1.02049,0.00000,5.0046
61,10.4104,2.76033,3.79110,1.03077,1.02657,0.00000,5.0067
62,10.4565,2.76126,3.79711,1.03585,1.03112,0.00000,5.0035
63,10.5170,2.75927,3.80230,1.04304,1.03708,0.00000,5.0028
# i_max=10.517 mA  v_die@i_max=2.7593 V  rail 5.0028 to 5.0254 V  sag=22.6 mV
# WARNING rail sag over 10 mV. Shorter or thicker USB cable, and make sure VBG_X1024 is set so the sag is divided out.

# sweep done. Move the two F/M jumpers, then type the next channel label (e.g. s1_D1_R_seat1) and press enter.
