# ---------------------------------------------------------
# bandgap raw 221  ->  rail now 5.0339 V
# ---------------------------------------------------------
# iv_sweep  R_SENSE=98.61  VCC_DMM=5.034  OVERSAMPLE=64  prescaler=/32  adc_off=14.40mV  vbg_cal=1112.5
# rail_tracking=live
level,i_mA,v_die_V,v_anode_V,v_cath_V,v_sense_V,v_gnd_V,vcc_V
1,0.2831,2.51551,2.54412,0.02861,0.02792,0.00000,5.0339
2,0.4966,2.54462,2.59405,0.04943,0.04897,0.00000,5.0339
3,0.7474,2.56544,2.63960,0.07416,0.07370,0.00000,5.0339
4,1.1945,2.59670,2.71572,0.11902,0.11779,0.00000,5.0339
5,1.4032,2.60738,2.74767,0.14029,0.13837,0.00000,5.0339
6,1.6229,2.61682,2.77847,0.16165,0.16004,0.00000,5.0339
7,1.8215,2.62643,2.80720,0.18077,0.17962,0.00000,5.0339
8,2.1471,2.64494,2.85959,0.21465,0.21173,0.00000,5.0339
9,2.3450,2.65185,2.88501,0.23316,0.23124,0.00000,5.0339
10,2.5358,2.66245,2.91328,0.25083,0.25006,0.00000,5.0339
11,2.7017,2.66690,2.93609,0.26918,0.26642,0.00000,5.0339
12,3.0741,2.68288,2.98725,0.30436,0.30314,0.00000,5.0339
13,3.2361,2.68749,3.00875,0.32126,0.31911,0.00000,5.0339
14,3.3903,2.69533,3.03272,0.33739,0.33432,0.00000,5.0339
15,3.5438,2.70109,3.05438,0.35329,0.34945,0.00000,5.0339
16,5.0721,2.75316,3.25432,0.50116,0.50016,0.00000,5.0339
17,5.1936,2.75777,3.27360,0.51583,0.51214,0.00000,5.0339
18,5.2956,2.76223,3.28858,0.52635,0.52220,0.00000,5.0339
19,5.4491,2.76346,3.30409,0.54064,0.53733,0.00000,5.0339
20,5.6984,2.77091,3.33605,0.56514,0.56191,0.00000,5.0339
21,5.8136,2.77628,3.35233,0.57605,0.57328,0.00000,5.0339
22,5.9242,2.77851,3.36608,0.58757,0.58419,0.00000,5.0339
23,6.0473,2.78151,3.38137,0.59986,0.59633,0.00000,5.0339
24,6.1983,2.77426,3.38968,0.61542,0.61122,0.00000,5.0113
25,6.3309,2.78896,3.41755,0.62859,0.62429,0.00000,5.0339
26,6.4531,2.79318,3.43191,0.63873,0.63634,0.00000,5.0339
27,6.5427,2.79656,3.44543,0.64887,0.64518,0.00000,5.0339
28,6.7538,2.80386,3.47416,0.67030,0.66599,0.00000,5.0339
29,6.8730,2.80647,3.48506,0.67859,0.67775,0.00000,5.0339
30,6.9210,2.79635,3.48166,0.68531,0.68248,0.00000,5.0113
31,7.0677,2.80947,3.50964,0.70018,0.69695,0.00000,5.0339
32,6.5736,2.78787,3.43938,0.65151,0.64822,0.00000,5.0113
33,6.7024,2.80202,3.46594,0.66392,0.66092,0.00000,5.0339
34,6.7892,2.79100,3.46347,0.67246,0.66948,0.00000,5.0113
35,6.8964,2.80540,3.49006,0.68466,0.68005,0.00000,5.0339
36,7.1191,2.81185,3.51586,0.70402,0.70202,0.00000,5.0339
37,7.1854,2.80155,3.51340,0.71184,0.70856,0.00000,5.0113
38,7.2905,2.81707,3.54029,0.72322,0.71892,0.00000,5.0339
39,7.3824,2.81845,3.55112,0.73267,0.72798,0.00000,5.0339
40,7.5312,2.82222,3.56933,0.74711,0.74265,0.00000,5.0339
41,7.5980,2.81341,3.56700,0.75359,0.74924,0.00000,5.0113
42,7.6887,2.81669,3.57709,0.76040,0.75818,0.00000,5.0113
43,7.7953,2.82882,3.60320,0.77438,0.76869,0.00000,5.0339
44,7.9415,2.82136,3.60906,0.78770,0.78311,0.00000,5.0113
45,8.0322,2.82541,3.61884,0.79343,0.79206,0.00000,5.0113
46,8.1372,2.83988,3.64614,0.80625,0.80241,0.00000,5.0339
47,8.1842,2.82679,3.63888,0.81209,0.80704,0.00000,5.0113
48,8.9317,2.84797,3.73370,0.88573,0.88076,0.00000,5.0113
49,9.0131,2.84957,3.74134,0.89177,0.88879,0.00000,5.0113
50,9.0760,2.85080,3.75052,0.89972,0.89498,0.00000,5.0113
51,9.1341,2.85294,3.75855,0.90561,0.90071,0.00000,5.0113
52,9.3197,2.86754,3.79085,0.92331,0.91901,0.00000,5.0339
53,9.3295,2.85730,3.78271,0.92541,0.91998,0.00000,5.0113
54,9.4086,2.85722,3.78936,0.93214,0.92778,0.00000,5.0113
55,9.5144,2.87291,3.81535,0.94244,0.93822,0.00000,5.0339
56,9.5707,2.85875,3.80749,0.94874,0.94377,0.00000,5.0113
57,9.6257,2.86280,3.81651,0.95371,0.94919,0.00000,5.0113
58,9.7216,2.87891,3.84239,0.96349,0.95865,0.00000,5.0339
59,9.7281,2.86693,3.83172,0.96479,0.95929,0.00000,5.0113
60,9.8452,2.86945,3.84618,0.97672,0.97083,0.00000,5.0113
61,9.9568,2.88244,3.87012,0.98768,0.98184,0.00000,5.0339
62,9.9731,2.87274,3.86101,0.98827,0.98345,0.00000,5.0113
63,10.0220,2.87450,3.86629,0.99179,0.98827,0.00000,5.0113
# i_max=10.022 mA  v_die@i_max=2.8745 V  rail 5.0113 to 5.0339 V  sag=22.7 mV
# WARNING rail sag over 10 mV. Shorter or thicker USB cable, and make sure VBG_X1024 is set so the sag is divided out.

# sweep done. Move the two F/M jumpers, then type the next channel label (e.g. s1_D1_R_seat1) and press enter.
