# ---------------------------------------------------------
# bandgap raw 221.094  ->  rail now 5.0237 V
# ---------------------------------------------------------
# iv_sweep  R_SENSE=98.61  VCC_DMM=5.034  OVERSAMPLE=64  prescaler=/32  adc_off=14.40mV  vbg_cal=1110.7
# rail_tracking=live
level,i_mA,v_die_V,v_anode_V,v_cath_V,v_sense_V,v_gnd_V,vcc_V
1,0.5115,0.04909,0.10045,0.05135,0.05044,0.00000,5.0039
2,0.9930,0.09463,0.19278,0.09815,0.09792,0.00000,5.0215
3,1.4505,0.14012,0.28415,0.14403,0.14303,0.00000,5.0208
4,2.3281,0.22534,0.45537,0.23003,0.22958,0.00000,5.0077
5,2.7306,0.26873,0.53899,0.27026,0.26926,0.00000,5.0233
6,3.1260,0.30525,0.61434,0.30909,0.30825,0.00000,5.0137
7,3.4802,0.34153,0.68754,0.34601,0.34318,0.00000,5.0028
8,4.1191,0.40508,0.81402,0.40894,0.40619,0.00000,5.0070
9,4.4667,0.43942,0.88340,0.44398,0.44047,0.00000,5.0032
10,4.8058,0.47126,0.94806,0.47680,0.47390,0.00000,5.0032
11,5.1158,0.50351,1.01179,0.50828,0.50447,0.00000,5.0042
12,5.7476,0.56794,1.13808,0.57013,0.56677,0.00000,5.0028
13,6.0487,0.59611,1.19655,0.60044,0.59647,0.00000,5.0028
14,6.3355,0.62355,1.25165,0.62810,0.62475,0.00000,5.0024
15,6.6100,0.65199,1.30670,0.65471,0.65181,0.00000,5.0028
16,9.0930,0.89721,1.80005,0.90284,0.89666,0.00000,5.0000
17,9.2924,0.91893,1.83998,0.92105,0.91632,0.00000,4.9986
18,9.4883,0.93702,1.87785,0.94083,0.93564,0.00000,4.9954
19,9.6881,0.95643,1.91650,0.96007,0.95534,0.00000,4.9996
20,10.0518,0.99519,1.99129,0.99609,0.99121,0.00000,4.9989
21,10.2128,1.00659,2.01907,1.01248,1.00708,0.00000,4.9821
22,10.3877,1.02548,2.05728,1.03180,1.02433,0.00000,4.9926
23,10.5925,1.04492,2.09456,1.04964,1.04453,0.00000,4.9993
24,10.8080,1.06863,2.14148,1.07285,1.06578,0.00000,4.9807
25,11.0220,1.08688,2.17901,1.09214,1.08688,0.00000,4.9923
26,11.1579,1.10072,2.20626,1.10553,1.10029,0.00000,4.9860
27,11.3177,1.11572,2.23649,1.12076,1.11604,0.00000,4.9884
28,11.6022,1.14772,2.29737,1.14965,1.14409,0.00000,4.9846
29,11.7443,1.15974,2.32431,1.16457,1.15811,0.00000,4.9797
30,11.8909,1.16987,2.34981,1.17994,1.17256,0.00000,4.9811
31,12.0335,1.18620,2.37830,1.19209,1.18662,0.00000,4.9807
32,11.3809,1.12445,2.25356,1.12911,1.12227,0.00000,4.9846
33,11.5379,1.13916,2.28086,1.14170,1.13775,0.00000,4.9804
34,11.6604,1.15254,2.31020,1.15766,1.14984,0.00000,4.9807
35,11.8305,1.16780,2.34102,1.17322,1.16661,0.00000,4.9846
36,12.0920,1.19479,2.39281,1.19802,1.19240,0.00000,4.9807
37,12.2344,1.20457,2.41739,1.21282,1.20643,0.00000,4.9797
38,12.3712,1.21601,2.44087,1.22486,1.21992,0.00000,4.9783
39,12.4865,1.23050,2.47023,1.23973,1.23130,0.00000,4.9804
40,12.6970,1.25308,2.50962,1.25654,1.25206,0.00000,4.9807
41,12.8186,1.26400,2.53389,1.26989,1.26404,0.00000,4.9800
42,12.9235,1.27557,2.55808,1.28252,1.27439,0.00000,4.9804
43,13.0667,1.28771,2.58116,1.29345,1.28851,0.00000,4.9800
44,13.3033,1.30815,2.62599,1.31784,1.31184,0.00000,4.9800
45,13.4096,1.32160,2.65031,1.32871,1.32232,0.00000,4.9800
46,13.5123,1.33142,2.67018,1.33875,1.33245,0.00000,4.9804
47,13.6131,1.34250,2.69408,1.35158,1.34238,0.00000,4.9800
48,14.6031,1.43959,2.88841,1.44882,1.44001,0.00000,4.9797
49,14.6960,1.44731,2.90378,1.45647,1.44917,0.00000,4.9804
50,14.7823,1.45727,2.92286,1.46559,1.45769,0.00000,4.9804
51,14.8756,1.46350,2.93683,1.47334,1.46688,0.00000,4.9793
52,15.0397,1.47869,2.97087,1.49218,1.48306,0.00000,4.9793
53,15.1319,1.48787,2.98588,1.49801,1.49216,0.00000,4.9800
54,15.1845,1.49737,3.00428,1.50691,1.49734,0.00000,4.9783
55,15.2871,1.50621,3.01960,1.51339,1.50746,0.00000,4.9804
56,15.3919,1.51715,3.04445,1.52730,1.51780,0.00000,4.9804
57,15.4822,1.52515,3.05740,1.53225,1.52670,0.00000,4.9797
58,15.5296,1.52874,3.06923,1.54049,1.53137,0.00000,4.9783
59,15.6094,1.53859,3.08779,1.54920,1.53924,0.00000,4.9797
60,15.7562,1.55306,3.11506,1.56199,1.55372,0.00000,4.9776
61,15.8303,1.55711,3.12612,1.56900,1.56103,0.00008,4.9786
62,15.8851,1.56571,3.14172,1.57601,1.56643,0.00000,4.9804
63,15.9746,1.57127,3.15587,1.58460,1.57526,0.00000,4.9797
# i_max=15.975 mA  v_die@i_max=1.5713 V  rail 4.9776 to 5.0233 V  sag=45.7 mV
# WARNING rail sag over 10 mV. Shorter or thicker USB cable, and make sure VBG_X1024 is set so the sag is divided out.

# sweep done. Move the two F/M jumpers, then type the next channel label (e.g. s1_D1_R_seat1) and press enter.
