# ---------------------------------------------------------
# bandgap raw 221  ->  rail now 5.0339 V
# ---------------------------------------------------------
# iv_sweep  R_SENSE=98.61  VCC_DMM=5.034  OVERSAMPLE=64  prescaler=/32  adc_off=14.40mV  vbg_cal=1112.5
# rail_tracking=live
level,i_mA,v_die_V,v_anode_V,v_cath_V,v_sense_V,v_gnd_V,vcc_V
1,0.2964,2.24336,2.27282,0.02946,0.02922,0.00000,5.0339
2,0.5495,2.28361,2.33942,0.05580,0.05419,0.00000,5.0339
3,0.8284,2.31142,2.39403,0.08261,0.08169,0.00000,5.0339
4,1.3061,2.35079,2.48103,0.13025,0.12879,0.00000,5.0113
5,1.5388,2.38401,2.53644,0.15243,0.15174,0.00000,5.0339
6,1.7538,2.40075,2.57554,0.17478,0.17294,0.00000,5.0339
7,1.9734,2.41857,2.61494,0.19637,0.19460,0.00000,5.0339
8,2.3380,2.44791,2.67885,0.23093,0.23055,0.00000,5.0339
9,2.5366,2.46082,2.71157,0.25075,0.25014,0.00000,5.0339
10,2.7236,2.47365,2.74329,0.26965,0.26857,0.00000,5.0339
11,2.9253,2.48417,2.77371,0.28954,0.28846,0.00000,5.0339
12,3.2860,2.51159,2.83623,0.32464,0.32403,0.00000,5.0339
13,3.4690,2.51804,2.86181,0.34377,0.34208,0.00000,5.0339
14,3.6365,2.52987,2.89023,0.36036,0.35859,0.00000,5.0339
15,3.7884,2.54040,2.91704,0.37664,0.37357,0.00000,5.0339
16,5.3447,2.62235,3.15285,0.53050,0.52704,0.00000,5.0339
17,5.4880,2.62689,3.17190,0.54502,0.54118,0.00000,5.0339
18,5.6267,2.63334,3.19110,0.55777,0.55485,0.00000,5.0339
19,5.7113,2.62706,3.19438,0.56732,0.56319,0.00000,5.0113
20,5.9959,2.65024,3.24480,0.59456,0.59126,0.00000,5.0339
21,6.1275,2.65677,3.26254,0.60577,0.60424,0.00000,5.0339
22,6.2296,2.65999,3.27898,0.61899,0.61430,0.00000,5.0339
23,6.3457,2.66760,3.29695,0.62936,0.62574,0.00000,5.0339
24,6.5326,2.67420,3.32245,0.64825,0.64418,0.00000,5.0339
25,6.6209,2.66774,3.32323,0.65549,0.65289,0.00000,5.0113
26,6.7124,2.67126,3.33783,0.66658,0.66191,0.00000,5.0113
27,6.8404,2.67860,3.35435,0.67575,0.67453,0.00000,5.0113
28,7.0474,2.68395,3.38302,0.69907,0.69495,0.00000,5.0113
29,7.1443,2.68815,3.39725,0.70909,0.70450,0.00000,5.0113
30,7.2452,2.69374,3.41193,0.71819,0.71444,0.00000,5.0113
31,7.3429,2.69634,3.42470,0.72836,0.72408,0.00000,5.0113
32,6.8675,2.68020,3.36222,0.68202,0.67721,0.00000,5.0113
33,6.9939,2.68326,3.37744,0.69418,0.68967,0.00000,5.0113
34,7.0955,2.68693,3.39098,0.70404,0.69969,0.00000,5.0113
35,7.2375,2.70101,3.41831,0.71730,0.71369,0.00000,5.0339
36,7.4299,2.71130,3.44827,0.73697,0.73267,0.00000,5.0339
37,7.4917,2.70345,3.44657,0.74312,0.73876,0.00000,5.0113
38,7.6247,2.71845,3.47477,0.75632,0.75187,0.00000,5.0339
39,7.6887,2.71010,3.47165,0.76155,0.75818,0.00000,5.0113
40,7.8376,2.71507,3.49206,0.77699,0.77286,0.00000,5.0113
41,7.9151,2.71752,3.50307,0.78556,0.78051,0.00000,5.0113
42,8.0167,2.72348,3.51623,0.79275,0.79053,0.00000,5.0113
43,8.0865,2.72639,3.52861,0.80223,0.79741,0.00000,5.0113
44,8.2532,2.73304,3.55132,0.81828,0.81385,0.00000,5.0113
45,8.3919,2.74664,3.57847,0.83183,0.82753,0.00000,5.0339
46,8.4691,2.75355,3.59030,0.83675,0.83513,0.00000,5.0339
47,8.5029,2.74122,3.58336,0.84214,0.83847,0.00000,5.0113
48,9.2729,2.76898,3.68690,0.91792,0.91440,0.00000,5.0113
49,9.3687,2.78297,3.71197,0.92900,0.92385,0.00000,5.0339
50,9.4443,2.78481,3.72118,0.93637,0.93130,0.00000,5.0339
51,9.4730,2.77318,3.71221,0.93902,0.93413,0.00000,5.0113
52,9.6492,2.79188,3.74837,0.95650,0.95150,0.00000,5.0339
53,9.6684,2.78198,3.73935,0.95738,0.95340,0.00000,5.0113
54,9.7273,2.78420,3.74868,0.96449,0.95921,0.00000,5.0113
55,9.7855,2.78687,3.75602,0.96915,0.96495,0.00000,5.0113
56,9.8723,2.78970,3.76971,0.98001,0.97351,0.00000,5.0113
57,9.9561,2.78985,3.77621,0.98636,0.98177,0.00000,5.0113
58,10.0088,2.79513,3.78424,0.98911,0.98697,0.00000,5.0113
59,10.0947,2.80716,3.80836,1.00120,0.99544,0.00000,5.0339
60,10.1903,2.79697,3.80726,1.01029,1.00486,0.00000,5.0113
61,10.2492,2.79941,3.81414,1.01473,1.01067,0.00000,5.0113
62,10.2980,2.80155,3.82263,1.02107,1.01549,0.00000,5.0113
63,10.3632,2.80339,3.83012,1.02673,1.02191,0.00000,5.0113
# i_max=10.363 mA  v_die@i_max=2.8034 V  rail 5.0113 to 5.0339 V  sag=22.7 mV
# WARNING rail sag over 10 mV. Shorter or thicker USB cable, and make sure VBG_X1024 is set so the sag is divided out.

# sweep done. Move the two F/M jumpers, then type the next channel label (e.g. s1_D1_R_seat1) and press enter.
